page_index,fact_check_id,fact_check_explanation_title,fact_check_explanation_summary,fact_check_image_url_thumbnail,fact_check_date,fact_check_page_url
1,maria-caulfield-nhs-waiting-times,No clear evidence of a significant fall in average waiting times,The health minister Maria Caulfield said that NHS England waiting times were falling “drastically”. The latest data does not support this.,https://www.fullfact.org/media/_versions/11_july_2023_official_portrait_of_maria_caulfield_crop_1_homepage_article.jpg,2023-07-11,https://www.fullfact.org/health/maria-caulfield-nhs-waiting-times/
1,nandos-new-world-order-cash,Picture of Nando’s ‘New World Order’ sign not taken in UK,What appears to be a tongue-in-cheek-sign about card payments has sparked calls for a boycott in the UK.,https://www.fullfact.org/media/_versions/samuel-regan-asante-4vd1etbplsk-unsplash_(1)_homepage_article.jpg,2023-07-11,https://www.fullfact.org/online/nandos-new-world-order-cash/
2,Google-Meet-cameras-on-satire-account,Google Meet is not introducing a button to turn on all cameras at once,An image that appears to show a screenshot of the alleged new feature is circulating on social media.,https://www.fullfact.org/media/_versions/laptop-_cropped_homepage_article.jpg,2023-07-11,https://www.fullfact.org/online/Google-Meet-cameras-on-satire-account/
2,chris-philp-asylum-seekers,Minister wrong to claim small boat arrivals are down 20% in the first six months of 2023,The latest Home Office data actually shows the number of arrivals between January and June fell 10% year on year.,https://www.fullfact.org/media/_versions/chris_philp_homepage_article.jpg,2023-07-10,https://www.fullfact.org/immigration/chris-philp-asylum-seekers/
2,nhs-workforce-leavers-work-life-balance,"NHS data doesn’t show 27,000 quit the health service for work-life balance reasons","The Observer reported that 27,546 staff had quit the NHS in England in 2022 citing work-life balance reasons, but the figures include staff moving to other health service jobs.",https://www.fullfact.org/media/_versions/natanael-melchor-43lwvc-eqpm-unsplash_2_(2)_homepage_article.jpg,2023-07-07,https://www.fullfact.org/health/nhs-workforce-leavers-work-life-balance/
2,france-fake-press-release-internet-banned,French government has not restricted internet access to neighbourhoods in France,A fake press release appearing to be from France’s Interior Ministry is circulating online.,https://www.fullfact.org/media/_versions/french_town-_cropped_homepage_article.jpg,2023-07-06,https://www.fullfact.org/online/france-fake-press-release-internet-banned/
2,AI-macron-picture-france-riots,Picture of Emmanuel Macron in front of fire is AI-generated,Full Fact has found numerous examples of AI images of the French president being shared widely online.,https://www.fullfact.org/media/_versions/emmanuel_macron%2C_congr%C3%A8s_des_maires_19_novembre_2019_(1)_homepage_article.jpg,2023-07-06,https://www.fullfact.org/online/AI-macron-picture-france-riots/
2,fake-Argos-playstation-consoles-offer,Promotions on Facebook for £2 PlayStation consoles at Argos are fake,A spokesperson for the retailer told Full Fact the offers were not genuine.,https://www.fullfact.org/media/_versions/argos_playstation_-_cropped_homepage_article.jpg,2023-07-06,https://www.fullfact.org/online/fake-Argos-playstation-consoles-offer/
2,ian-mearns-pupil-absence,"Government figures don’t show 140,000 children were ‘completely missing’ from formal schooling last year","Labour MP Ian Mearns told us his claim was based on a Sky News report which said around 140,000 were “never in class”. But that’s not what the data shows, …",https://www.fullfact.org/media/_versions/ian_mearns_homepage_article.jpg,2023-07-06,https://www.fullfact.org/education/ian-mearns-pupil-absence/
2,sunscreen-cancer-hormones-endocrine-disruption,Evidence doesn’t show sunscreen increases cancer risk,"A social media post falsely claims that sunscreens increase cancer risk, and makes assertions about endocrine disruption that aren’t borne out in the evidence.",https://www.fullfact.org/media/_versions/pexels-moose-photos-1029896_resize_homepage_article.jpg,2023-07-06,https://www.fullfact.org/health/sunscreen-cancer-hormones-endocrine-disruption/
2,marseille-library-fire-video,Riot video of Marseille library actually shows fire at Manila post office,This is one of several mislabelled videos we’ve seen claiming to show the outcome of riots in France.,https://www.fullfact.org/media/_versions/manila_central_post_office_fire_03-fotor-2023070516543_homepage_article.png,2023-07-05,https://www.fullfact.org/online/marseille-library-fire-video/
2,FDA-nasal-weight-loss-liver,Facebook posts contain false claims about FDA product approval,Social media posts claim a “nasal herbal box” is FDA approved for weight loss and liver health. This is simply not true.,https://www.fullfact.org/media/_versions/young_woman_wearing_loose_jeans_resize_homepage_article.jpg,2023-07-05,https://www.fullfact.org/health/FDA-nasal-weight-loss-liver/
2,foreign-office-France-travel-warning,The Foreign Office has not warned against travel to France,Multiple posts on social media claim that British citizens are being warned by the UK government not to travel to France because of the riots.,https://www.fullfact.org/media/_versions/easyjet-cropped_homepage_article.jpg,2023-07-05,https://www.fullfact.org/online/foreign-office-France-travel-warning/
2,Arc-de-Triomphe-gilets-jaunes,"Arc de Triomphe photo shows 2019 ‘gilets jaunes’ protest, not recent riots",An image shared on Facebook depicts flames and protesters in the centre of Paris.,https://www.fullfact.org/media/_versions/arc_de_triomphe-_cropped_homepage_article.jpg,2023-07-05,https://www.fullfact.org/online/Arc-de-Triomphe-gilets-jaunes/
3,france-riot-picture-refugee-banner-2016,Picture of refugee banner wasn’t taken in France,A picture contrasting a pro-refugee protest with the recent riots in France has been shared hundreds of times online.,https://www.fullfact.org/media/_versions/florian-olivo-ygf4ol3_3be-unsplash_(1)_(1)_homepage_article.jpg,2023-07-04,https://www.fullfact.org/online/france-riot-picture-refugee-banner-2016/
3,fake-Guardian-article-looting-France,A ‘Guardian’ opinion article supporting looting in France is fake,A screenshot of a fake Guardian article has been widely shared on social media.,https://www.fullfact.org/media/_versions/french_riot_police-_cropped_homepage_article.jpg,2023-07-04,https://www.fullfact.org/online/fake-Guardian-article-looting-France/
3,priest-islamic-race-riot-saint-etienne,Diocese says attack on French priest was not because of his faith or to do with recent unrest,Claims that a priest was attacked by “Islamic race rioters” have been contradicted by the local diocese.,https://www.fullfact.org/media/_versions/jomarc-nicolai-cala-cbcs07yv7j8-unsplash-fotor-20230704163524_homepage_article.png,2023-07-04,https://www.fullfact.org/online/priest-islamic-race-riot-saint-etienne/
3,france-riots-fire-video-internet-shut-off,"Video of high rise on fire is from UAE, not France",A video of a recent fire in the city of Ajman in the United Arab Emirates has been shared to imply it comes from France.,https://www.fullfact.org/media/_versions/blur_bg_uae_fire_homepage_article.png,2023-07-04,https://www.fullfact.org/online/france-riots-fire-video-internet-shut-off/
3,grapefruit-blood-pressure-hypertension-doctors,A grapefruit a day is no substitute for blood pressure medicine,"A Facebook post claims eating one grapefruit a day can replace high blood pressure medication. While the fruit might contribute to a healthy diet, it’s much less effective than conventional …",https://www.fullfact.org/media/_versions/citrus_paradisi_(grapefruit%2C_pink)_resize_homepage_article.jpg,2023-07-04,https://www.fullfact.org/health/grapefruit-blood-pressure-hypertension-doctors/
3,Scotland-does-house-refugees,Immigration minister’s claims about refugees in Scotland need clarification,"The Home Office declined to comment on what Robert Jenrick MP meant when he said the SNP “does not house refugees in Scotland”. Whether he was exaggerating or not, it …",https://www.fullfact.org/media/_versions/robert_jenrick_homepage_article.jpg,2023-07-04,https://www.fullfact.org/immigration/Scotland-does-house-refugees/
3,France-riots-false-Euro-final-2016,Eiffel Tower ‘riot’ photo is actually from Euro 2016 final,A post on Facebook claims that the photo shows riots taking place under the Eiffel Tower during recent protests.,https://www.fullfact.org/media/_versions/eiffel_tower-_cropped_homepage_article.jpg,2023-07-03,https://www.fullfact.org/online/France-riots-false-Euro-final-2016/
3,zebra-lion-street-paris-zoo-riots,Zebras and lions filmed running through streets were not filmed during French riots,Posts claiming that protesters have released the animals from Paris Zoo have circulated extremely widely online.,https://www.fullfact.org/media/_versions/ron-dauphin-ugidx4v13gc-unsplash_(1)_homepage_article.jpg,2023-07-03,https://www.fullfact.org/online/zebra-lion-street-paris-zoo-riots/
3,bill-gates-mosquitoes-malaria,Bill Gates-funded company did not cause malaria cases in Florida,Claims that a company happened to start releasing mosquitoes in the same places local-acquired malaria has been identified have been shared on social media.,https://www.fullfact.org/media/_versions/aedes_aegypti_cdc-gathany-fotor-20230703162144_homepage_article.png,2023-07-03,https://www.fullfact.org/online/bill-gates-mosquitoes-malaria/
3,diane-abbott-amanda-pritchard-pay,Diane Abbott understated pay of NHS England boss,"The MP said that Amanda Pritchard earns £86,000. But her annual earnings in 2021/22 were actually more like £255,000.",https://www.fullfact.org/media/_versions/3_july_2023_official_portrait_of_ms_diane_abbott_crop_1_homepage_article.jpg,2023-07-03,https://www.fullfact.org/health/diane-abbott-amanda-pritchard-pay/
3,list-2010-claims,Post comparing the UK today to 2010 has a number of errors,A Facebook post lists 53 claims that compare the UK today to 2010. Several of the comparisons we looked at were incorrect or misleading.,https://www.fullfact.org/media/_versions/house_of_commons_2010-_cropped_homepage_article.jpg,2023-06-30,https://www.fullfact.org/online/list-2010-claims/
3,world-economic-forum-cashless-15-minute-central-bank,The World Economic Forum isn’t planning the ‘end of national sovereignty’,"A Facebook post appears to make a number of claims about the WEF’s policies, including that it advocates for universal basic income, a cashless currency and a social credit system.",https://www.fullfact.org/media/_versions/joe-gadd-dylsnf8hnho-unsplash-fotor-20230630162952_homepage_article.png,2023-06-30,https://www.fullfact.org/online/world-economic-forum-cashless-15-minute-central-bank/
4,missing-girl-sofia-hoax-appeal,Thousands share fake appeal for missing child ‘Sofia’,A picture of a different child has been used in a hoax appeal shared widely on Facebook.,https://www.fullfact.org/media/_versions/solen-feyissa-iureayyyu_c-unsplash_(4)_(1)_homepage_article.jpg,2023-06-30,https://www.fullfact.org/online/missing-girl-sofia-hoax-appeal/
4,online-driving-in-flipflops-penalties,Could you be fined for driving in flip flops?,"It is not illegal to drive in flip flops, but it is to drive carelessly or without control.",https://www.fullfact.org/media/_versions/flipflops-cropped_homepage_article.jpg,2023-06-30,https://www.fullfact.org/online/online-driving-in-flipflops-penalties/
4,covid-19-boris-johnson-hospital-dorset-eye,False claims that Boris Johnson did not have Covid-19 circulate on social media again,Claims from a satirical blog post about former Prime Minister Boris Johnson’s time in hospital with Covid-19 are being shared on social media as if they were true.,https://www.fullfact.org/media/_versions/bojo_covid_image_(3)_homepage_article.jpg,2023-06-30,https://www.fullfact.org/health/covid-19-boris-johnson-hospital-dorset-eye/
4,labour-2900-mortgage-penalty,"Labour’s £2,900 ‘mortgage penalty’ figure refers to predicted rise for those remortgaging in 2024","The figure comes from the Resolution Foundation, but it’s not an estimate of the average increase in all mortgage payments, or an estimate for “this year”.",https://www.fullfact.org/media/_versions/mortgages_homepage_article.jpg,2023-06-30,https://www.fullfact.org/economy/labour-2900-mortgage-penalty/
4,digital-ID-Oxford-15-minute-cities-false,15 minute cities do not introduce digital IDs,A post on social media makes multiple false claims about digital IDs and 15 minute cities.,https://www.fullfact.org/media/_versions/oxford-cropped_homepage_article.jpg,2023-06-29,https://www.fullfact.org/online/digital-ID-Oxford-15-minute-cities-false/
4,facebook-video-charts-vaccine-covid,The Covid-19 vaccines were tested before rollout,"A video on social media makes several false claims about the Covid-19 vaccines, citing a video from Canada.",https://www.fullfact.org/media/_versions/29_june_2023_cdc-un8tv9pw2ik-unsplash_(1)_homepage_article.jpg,2023-06-29,https://www.fullfact.org/health/facebook-video-charts-vaccine-covid/
4,will-quince-cdc-waiting-lists,Are community diagnostic centres ‘cutting’ NHS waiting lists?,"Diagnostic and treatment waiting lists have both grown, but the government says they’d be even longer without the additional checks and scans delivered by CDCs.",https://www.fullfact.org/media/_versions/29_june_2023_national-cancer-institute-f2adtqfnqfe-unsplash_homepage_article.jpg,2023-06-29,https://www.fullfact.org/health/will-quince-cdc-waiting-lists/
4,missing-man-simon-hendricks-silver-alert,Fake missing man appeal uses picture of pet detective,"A Facebook post claiming a man is missing in Cookstown, Northern Ireland uses a picture of an Ohio-based pet detective.",https://www.fullfact.org/media/_versions/christin-hume-hcfwew744z4-unsplash-fotor-2023062815029_homepage_article.png,2023-06-28,https://www.fullfact.org/online/missing-man-simon-hendricks-silver-alert/
4,titanic-shipwreck-depth-video,Titanic shipwreck far deeper than cropped video might suggest,The wreckage of the famous ship is almost four kilometres below sea level.,https://www.fullfact.org/media/_versions/titanic_wreck_bow_(1)_homepage_article.jpg,2023-06-27,https://www.fullfact.org/online/titanic-shipwreck-depth-video/
4,Shahzada-Dawood-WEF-vice-chairman,Titan sub victim was not World Economic Forum vice chairman,"Posts on social media incorrectly claim Shahzada Dawood, a passenger on the Titan sub, was the vice chairman of the WEF.",https://www.fullfact.org/media/_versions/wef-_cropped_homepage_article.jpg,2023-06-27,https://www.fullfact.org/online/Shahzada-Dawood-WEF-vice-chairman/
4,get-sterilised-poster-billboard-london,Genuine ‘get sterilised’ poster appeared in Islington in 2019,"The poster, which was created by a street artist, appeared in Islington in 2019 but was soon replaced.",https://www.fullfact.org/media/_versions/empty_billboard_at_woking_station_2021-02-25-fotor-20230627143349_homepage_article.png,2023-06-27,https://www.fullfact.org/online/get-sterilised-poster-billboard-london/
4,titan-submersible-audio-clip,No evidence audio clip is ‘banging’ noises from Titan sub,"A Facebook reel, shared hundreds of times, claims to feature audio from the lost submersible.",https://www.fullfact.org/media/_versions/michael-benz-igwnxx7paz4-unsplash_(1)_homepage_article.jpg,2023-06-26,https://www.fullfact.org/online/titan-submersible-audio-clip/
5,kim-johnson-child-poverty-figures,Labour MP’s child poverty claim uses figures which aren’t comparable,Kim Johnson MP tweeted that the number of children in poverty has increased from 2.6 million to 4.2 million since 2010.,https://www.fullfact.org/media/_versions/kim_johnson_homepage_article.jpg,2023-06-26,https://www.fullfact.org/economy/kim-johnson-child-poverty-figures/
5,fake-pictures-titan-submersible-debris,Images falsely claim to show Titanic sub debris,Some images being shared are likely to be AI-generated while another was taken 19 years ago around the Titanic wreck.,https://www.fullfact.org/media/_versions/coast_guard_hc-130_and_l%E2%80%99atalante_searching_for_titan_(1)-fotor-20230623165027_homepage_article.png,2023-06-23,https://www.fullfact.org/online/fake-pictures-titan-submersible-debris/
5,video-paris-explosion-russia,Video of ‘explosion in Paris’ was actually filmed in Russia in 2020,A dramatic video shared on social media shows a huge fireball rising over a busy road.,https://www.fullfact.org/media/_versions/image_(72)_homepage_article.jpg,2023-06-23,https://www.fullfact.org/online/video-paris-explosion-russia/
5,mirror-cardiovascular-excess-deaths-bhf,Mirror wrong to say NHS standards ‘since Covid’ behind excess cardiovascular deaths,"A print article claimed that poor NHS standards were the reason for almost 100,000 excess cardiovascular deaths since 2020, but it didn’t mention that Covid itself might have caused most …",https://www.fullfact.org/media/_versions/23_june_2023_towfiqu-barbhuiya-qsbfowmopny-unsplash_homepage_article.jpg,2023-06-23,https://www.fullfact.org/health/mirror-cardiovascular-excess-deaths-bhf/
5,greta-thunberg-prediction,Greta Thunberg didn’t predict the world would end in June 2023,A since-deleted tweet shared by the climate campaigner in 2018 has been taken out of context.,https://www.fullfact.org/media/_versions/greta_thunberg_homepage_article.jpg,2023-06-23,https://www.fullfact.org/online/greta-thunberg-prediction/
5,bob-seely-ghost-kids,"No evidence for MP’s claim 100,000 ‘ghost kids’ disappeared from school rolls in pandemic",Bob Seely MP made the claim during a debate in parliament.,https://www.fullfact.org/media/_versions/official_portrait_of_mr_bob_seely_crop_1_(1)_homepage_article.jpg,2023-06-23,https://www.fullfact.org/education/bob-seely-ghost-kids/
5,missing-grandma-hoax-2016-blog-photo,Missing grandma hoax posts use photo taken from a 2016 blog,Almost identical posts appeared in community groups for locations across the UK.,https://www.fullfact.org/media/_versions/facebook_scam-_cropped_homepage_article.jpg,2023-06-22,https://www.fullfact.org/online/missing-grandma-hoax-2016-blog-photo/
5,mailonline-work-from-home-survey,MailOnline corrects article on homeworking,The website said that a third of homeworkers don’t have their own workspace. But this was based on research looking at office workers in general.,https://www.fullfact.org/media/_versions/22_june_2023_andrew-neel-wclubrmcbd8-unsplash_homepage_article.jpg,2023-06-22,https://www.fullfact.org/health/mailonline-work-from-home-survey/
5,boris-johnson-public-duty-cost-allowance,"Boris Johnson is not entitled to a ‘£115,000 pension’ as a former Prime Minister","Social media posts wrongly claim that Boris Johnson will receive a £115,000 a year pension.",https://www.fullfact.org/media/_versions/boris_johnson_homepage_article.jpg,2023-06-22,https://www.fullfact.org/online/boris-johnson-public-duty-cost-allowance/
5,labour-nhs-pagers,Labour fails to back up claim that the NHS owns 10% of the world’s pagers,The claim may stem from coverage of a 2017 report by a clinical messaging company. Other more recent figures suggest the NHS may account for far fewer than 10% of …,https://www.fullfact.org/media/_versions/ian-taylor-4hwvajp8ofm-unsplash_ambulance_(3)_homepage_article.jpg,2023-06-22,https://www.fullfact.org/health/labour-nhs-pagers/
5,minimum-wage-tax-threshold-comparison,"Minimum wage earners haven’t seen a ‘£1,000 reduction in their tax’ compared to what they used to pay","A figure quoted by the Deputy PM actually refers to the difference between what a minimum wage earner pays now, and what they’d be paying if tax thresholds had risen …",https://www.fullfact.org/media/_versions/oliver_dowden_homepage_article.jpg,2023-06-22,https://www.fullfact.org/economy/minimum-wage-tax-threshold-comparison/
5,sungazing-sunglasses-eyes-blindness,Looking at the sun can cause blindness,A viral Facebook video claims looking at the sun directly is not harmful to the eyes if done at sunrise or sunset. This isn’t true.,https://www.fullfact.org/media/_versions/sungazing_resize_homepage_article.jpg,2023-06-21,https://www.fullfact.org/health/sungazing-sunglasses-eyes-blindness/
6,nivea-suncreen-almond-oil-packaging,Nivea sunscreen does include ‘almond oil’ as an ingredient on the label,Thousands of people have shared Facebook posts warning that Nivea’s sunscreen for children does not include almond oil labelled on the package.,https://www.fullfact.org/media/_versions/suncream_croppped_homepage_article.jpg,2023-06-21,https://www.fullfact.org/online/nivea-suncreen-almond-oil-packaging/
6,wetherspoons-facebook-free-meal,Wetherspoons is not giving away free meals for two on Facebook,"The company has confirmed that the post, shared more than 10,000 times online, is not genuine.",https://www.fullfact.org/media/_versions/wetherspoons_doorstep_mosaic%2C_the_bishop_vesey%2C_boldmere_-_2021-12-18_-_andy_mabbett_(2)_(1)_homepage_article.jpg,2023-06-20,https://www.fullfact.org/online/wetherspoons-facebook-free-meal/
6,injured-dog-hoax-blog-photo,Injured dog hoax uses photo of pet recovering from surgery,A widely-shared Facebook post claims that a dog was injured in a hit-and-run incident.,https://www.fullfact.org/media/_versions/facebook-_cropped_homepage_article.jpg,2023-06-20,https://www.fullfact.org/online/injured-dog-hoax-blog-photo/
6,missing-grandma-hoax,Plea to help find missing grandma on Facebook is a hoax,"The posts appear in community groups across the UK but use a photo from a genuine missing person appeal in the US, who has since been found.",https://www.fullfact.org/media/_versions/facebook_phone_cropped_homepage_article.jpg,2023-06-20,https://www.fullfact.org/online/missing-grandma-hoax/
6,police-track-location-999-call,Police can’t automatically track your location if you press 55 during a 999 call,"A claim about “new technology” has been shared more than 38,000 times, but isn’t correct.",https://www.fullfact.org/media/_versions/jae-park-9_saflgwfda-unsplash_(1)_homepage_article.jpg,2023-06-20,https://www.fullfact.org/online/police-track-location-999-call/
6,Alton-Towers-giveaway-pages-false,Facebook pages giving away Alton Towers tickets not associated with theme park,"One of the posts has almost 3,500 shares.",https://www.fullfact.org/media/_versions/alton_towers-_cropped_homepage_article.jpg,2023-06-19,https://www.fullfact.org/online/Alton-Towers-giveaway-pages-false/
6,rishi-sunak-wage-growth,"Wages are growing faster than before the pandemic, but have fallen in real terms",The Prime Minister claimed his government was delivering “the fastest wage growth in years”.,https://www.fullfact.org/media/_versions/rishi_sunak_1_homepage_article.jpg,2023-06-19,https://www.fullfact.org/economy/rishi-sunak-wage-growth/
6,steve-barclay-covid-who-pandemic,Steve Barclay wrong to claim the WHO has announced the Covid-19 pandemic is ‘officially over’,"In fact, the World Health Organisation has said Covid is no longer a global health emergency, but that the pandemic is still ongoing.",https://www.fullfact.org/media/_versions/portrait_steve_barclay_1_(3)_homepage_article.jpg,2023-06-19,https://www.fullfact.org/health/steve-barclay-covid-who-pandemic/
6,dead-alien-baboon,Photographs show a dead baboon not an alien,A Facebook post shows photos of what it incorrectly claims are aliens.,https://www.fullfact.org/media/_versions/aliens-_cropped_homepage_article.jpg,2023-06-16,https://www.fullfact.org/online/dead-alien-baboon/
6,fake-Amazon-iPhone-giveaway,Fake Amazon iPhone deal advertised on Facebook,The post uses a similar video to other fake promotions we’ve checked before.,https://www.fullfact.org/media/_versions/iphone_14s-_cropped_homepage_article.jpg,2023-06-16,https://www.fullfact.org/online/fake-Amazon-iPhone-giveaway/
6,police-advice-smash-car-window-dog,Police don’t advise smashing car windows to rescue dogs in hot weather,Tens of thousands of people have shared inaccurate information about the law on rescuing dogs from hot cars.,https://www.fullfact.org/media/_versions/a-n-v-e-s-h-hn9a7c3zqk0-unsplash_(1)_homepage_article.jpg,2023-06-16,https://www.fullfact.org/online/police-advice-smash-car-window-dog/
6,drink-spiking-ice-sink,Sunken ice isn’t a reliable way to spot if your drink’s been spiked,"Viral social media posts are warning people to watch for ice sinking in their drink—but if it’s been spiked, ice will usually still float.",https://www.fullfact.org/media/_versions/michael-discenza-mxfcoxych_y-unsplash_(1)_homepage_article.jpg,2023-06-16,https://www.fullfact.org/online/drink-spiking-ice-sink/
7,labour-unemployment-record,Has a Labour government ever left office with unemployment lower than when it came in?,"While most Labour governments haven’t, historic unemployment data suggests there’s at least one exception.",https://www.fullfact.org/media/_versions/ramsay_macdonald_homepage_article.jpg,2023-06-15,https://www.fullfact.org/economy/labour-unemployment-record/
7,sugar-cancer-alkaline-diet,Sugar-free alkaline diets won’t ‘starve’ cancer,A video on social media claims that avoiding refined sugar and eating an ‘alkaline’ diet will have an anti-cancer effect. This isn’t supported by the evidence.,https://www.fullfact.org/media/_versions/csiro_scienceimage_10529_sugarcane_and_bowl_of_sugar_resize_homepage_article.jpg,2023-06-15,https://www.fullfact.org/health/sugar-cancer-alkaline-diet/
7,raw-milk-lactose-intolerance,"Raw milk won’t cure lactose intolerance, but it might make you ill",An Instagram video claims that raw unpasteurised milk cures lactose intolerance. But raw milk still contains lactose and there’s no evidence it will prevent the digestive issues this causes.,https://www.fullfact.org/media/_versions/pexels-mark-stebnicki-2383286_resize_homepage_article.jpg,2023-06-15,https://www.fullfact.org/health/raw-milk-lactose-intolerance/
7,missing-man-hoax-Mr-Jones,Facebook post does not show a missing man with dementia named ‘Mr Jones’,A Facebook post uses a photo from the US that has appeared in other hoax posts about missing elderly men.,https://www.fullfact.org/media/_versions/facebook_phone_cropped_homepage_article.jpg,2023-06-15,https://www.fullfact.org/online/missing-man-hoax-Mr-Jones/
7,fake-Alton-Towers-giveaway,Facebook page offering free passes for Alton Towers is not associated with the theme park,Thousands of people commented on and shared the post in 24 hours.,https://www.fullfact.org/media/_versions/alton_towers-cropped_homepage_article.jpg,2023-06-15,https://www.fullfact.org/online/fake-Alton-Towers-giveaway/
7,hoax-dog-bitten-diamond-rattlesnake-facebook,Hoax posts about dog bitten by rattlesnake shared widely online,The pictures used in the post have been circulating online for years.,https://www.fullfact.org/media/_versions/dole777-eqspi11rf68-unsplash_(1)_(1)_homepage_article.jpg,2023-06-14,https://www.fullfact.org/online/hoax-dog-bitten-diamond-rattlesnake-facebook/
7,rishi-sunak-cutting-waiting-lists,The overall NHS waiting list continues to rise,"Rishi Sunak says the government’s “cutting waiting lists”. That’s true in the case of some specific NHS waiting lists, but not for the main list overall.",https://www.fullfact.org/media/_versions/14_june_2023_prime_minister_rishi_sunak_arrives_in_downing_street_homepage_article.jpg,2023-06-14,https://www.fullfact.org/health/rishi-sunak-cutting-waiting-lists/
7,found-cocker-spaniel-hoax,No evidence viral appeal for information about ‘found’ cocker spaniel is genuine,Posts about the dog have been shared thousands of times on social media.,https://www.fullfact.org/media/_versions/solen-feyissa-iureayyyu_c-unsplash_(3)_(1)_homepage_article.jpg,2023-06-13,https://www.fullfact.org/online/found-cocker-spaniel-hoax/
7,teacher-pupil-numbers,England has fewer teachers relative to the number of school pupils than in 2010,The government’s announcement that there are a record number of teachers is missing important context.,https://www.fullfact.org/media/_versions/teacher_numbers_homepage_article.jpg,2023-06-13,https://www.fullfact.org/education/teacher-pupil-numbers/
7,chester-zoo-fake-giveaway,Chester Zoo is not offering a giveaway through ‘Chester Wildlife Park’ Facebook profile,Chester Zoo has warned the Facebook giveaway is not real.,https://www.fullfact.org/media/_versions/chester_zoo-cropped_homepage_article.jpg,2023-06-13,https://www.fullfact.org/online/chester-zoo-fake-giveaway/
7,labour-just-stop-oil-donations,"Labour has received around £1.5 million from a Just Stop Oil donor, not the protest group itself",There’s no evidence of any donation from Just Stop Oil to the Labour party.,https://www.fullfact.org/media/_versions/just_stop_oil_homepage_article.jpg,2023-06-13,https://www.fullfact.org/online/labour-just-stop-oil-donations/
