fact_check_id,fact_check_page_url,fact_check_page_timestamp_fetch,fact_check_page_status_code,fact_check_page_encoding,fact_check_page_content_type,fact_check_page_error_message
nhs-staff-pay-rise-test-and-trace,https://www.fullfact.org/health/nhs-staff-pay-rise-test-and-trace/,2023-07-16 16:47:29,200,utf-8,text/html; charset=utf-8,
bob-seely-ghost-kids,https://www.fullfact.org/education/bob-seely-ghost-kids/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
titanic-shipwreck-depth-video,https://www.fullfact.org/online/titanic-shipwreck-depth-video/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
kim-johnson-child-poverty-figures,https://www.fullfact.org/economy/kim-johnson-child-poverty-figures/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
titan-submersible-audio-clip,https://www.fullfact.org/online/titan-submersible-audio-clip/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
get-sterilised-poster-billboard-london,https://www.fullfact.org/online/get-sterilised-poster-billboard-london/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
video-paris-explosion-russia,https://www.fullfact.org/online/video-paris-explosion-russia/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
fake-pictures-titan-submersible-debris,https://www.fullfact.org/online/fake-pictures-titan-submersible-debris/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
missing-grandma-hoax-2016-blog-photo,https://www.fullfact.org/online/missing-grandma-hoax-2016-blog-photo/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
mailonline-work-from-home-survey,https://www.fullfact.org/health/mailonline-work-from-home-survey/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
minimum-wage-tax-threshold-comparison,https://www.fullfact.org/economy/minimum-wage-tax-threshold-comparison/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
boris-johnson-public-duty-cost-allowance,https://www.fullfact.org/online/boris-johnson-public-duty-cost-allowance/,2023-07-16 16:47:31,200,utf-8,text/html; charset=utf-8,
missing-grandma-hoax,https://www.fullfact.org/online/missing-grandma-hoax/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
labour-nhs-pagers,https://www.fullfact.org/health/labour-nhs-pagers/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
wetherspoons-facebook-free-meal,https://www.fullfact.org/online/wetherspoons-facebook-free-meal/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
sungazing-sunglasses-eyes-blindness,https://www.fullfact.org/health/sungazing-sunglasses-eyes-blindness/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
injured-dog-hoax-blog-photo,https://www.fullfact.org/online/injured-dog-hoax-blog-photo/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
Alton-Towers-giveaway-pages-false,https://www.fullfact.org/online/Alton-Towers-giveaway-pages-false/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
police-track-location-999-call,https://www.fullfact.org/online/police-track-location-999-call/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
nivea-suncreen-almond-oil-packaging,https://www.fullfact.org/online/nivea-suncreen-almond-oil-packaging/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
drink-spiking-ice-sink,https://www.fullfact.org/online/drink-spiking-ice-sink/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
police-advice-smash-car-window-dog,https://www.fullfact.org/online/police-advice-smash-car-window-dog/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
labour-unemployment-record,https://www.fullfact.org/economy/labour-unemployment-record/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
fake-Amazon-iPhone-giveaway,https://www.fullfact.org/online/fake-Amazon-iPhone-giveaway/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
steve-barclay-covid-who-pandemic,https://www.fullfact.org/health/steve-barclay-covid-who-pandemic/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
dead-alien-baboon,https://www.fullfact.org/online/dead-alien-baboon/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
rishi-sunak-wage-growth,https://www.fullfact.org/economy/rishi-sunak-wage-growth/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
missing-man-hoax-Mr-Jones,https://www.fullfact.org/online/missing-man-hoax-Mr-Jones/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
sugar-cancer-alkaline-diet,https://www.fullfact.org/health/sugar-cancer-alkaline-diet/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
raw-milk-lactose-intolerance,https://www.fullfact.org/health/raw-milk-lactose-intolerance/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
found-cocker-spaniel-hoax,https://www.fullfact.org/online/found-cocker-spaniel-hoax/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
hoax-dog-bitten-diamond-rattlesnake-facebook,https://www.fullfact.org/online/hoax-dog-bitten-diamond-rattlesnake-facebook/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
teacher-pupil-numbers,https://www.fullfact.org/education/teacher-pupil-numbers/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
chester-zoo-fake-giveaway,https://www.fullfact.org/online/chester-zoo-fake-giveaway/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
rishi-sunak-cutting-waiting-lists,https://www.fullfact.org/health/rishi-sunak-cutting-waiting-lists/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
labour-just-stop-oil-donations,https://www.fullfact.org/online/labour-just-stop-oil-donations/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
fake-Alton-Towers-giveaway,https://www.fullfact.org/online/fake-Alton-Towers-giveaway/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
recall-petition-threshold,https://www.fullfact.org/news/recall-petition-threshold/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
lord-cruddas-boris-johnson,https://www.fullfact.org/news/lord-cruddas-boris-johnson/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
online-fake-Argos-playstation-giveaway,https://www.fullfact.org/online/online-fake-Argos-playstation-giveaway/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
japan-not-accept-refugees,https://www.fullfact.org/online/japan-not-accept-refugees/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
missing-boy-baby-deer-hoax,https://www.fullfact.org/online/missing-boy-baby-deer-hoax/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
hoax-missing-dog-circle-k,https://www.fullfact.org/online/hoax-missing-dog-circle-k/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
online-dog-stolen-US-photo,https://www.fullfact.org/online/online-dog-stolen-US-photo/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
nhs-dentists-rishi-sunak-bda,https://www.fullfact.org/health/nhs-dentists-rishi-sunak-bda/,2023-07-16 16:47:32,200,utf-8,text/html; charset=utf-8,
nova-kakhovka-dam-video-explosion,https://www.fullfact.org/online/nova-kakhovka-dam-video-explosion/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
magna-carta-overthrow-government,https://www.fullfact.org/online/magna-carta-overthrow-government/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
greggs-coupon-deal-facebook-fake,https://www.fullfact.org/online/greggs-coupon-deal-facebook-fake/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
oliver-dowden-3300-every-single-family,https://www.fullfact.org/economy/oliver-dowden-3300-every-single-family/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
andrea-jenkyns-echr-withdrawal,https://www.fullfact.org/news/andrea-jenkyns-echr-withdrawal/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
missing-boy-brandon-smith-doncaster-whaley-bridge-gateshead,https://www.fullfact.org/online/missing-boy-brandon-smith-doncaster-whaley-bridge-gateshead/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
AI-drone-attack-air-force,https://www.fullfact.org/news/AI-drone-attack-air-force/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
King-Charles-inheritance,https://www.fullfact.org/online/King-Charles-inheritance/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
arc-de-triomphe-pride-sculpture-animation,https://www.fullfact.org/online/arc-de-triomphe-pride-sculpture-animation/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
braverman-asylum-initial-decision-backlog,https://www.fullfact.org/immigration/braverman-asylum-initial-decision-backlog/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
tv-licence-prison-sentence,https://www.fullfact.org/online/tv-licence-prison-sentence/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
5G-covid-vaccine-deaths,https://www.fullfact.org/health/5G-covid-vaccine-deaths/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
missing-boy-family-pet,https://www.fullfact.org/online/missing-boy-family-pet/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
covid-vaccines-saved-many-lives,https://www.fullfact.org/health/covid-vaccines-saved-many-lives/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
injured-dog-found-county-durham,https://www.fullfact.org/online/injured-dog-found-county-durham/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
uk-eu-fish-humans-channel,https://www.fullfact.org/online/uk-eu-fish-humans-channel/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
missing-dog-image-blog-hoax,https://www.fullfact.org/online/missing-dog-image-blog-hoax/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
search-for-birth-parents-hoax-seattle-picture,https://www.fullfact.org/online/search-for-birth-parents-hoax-seattle-picture/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
the-sun-net-migration-graph,https://www.fullfact.org/immigration/the-sun-net-migration-graph/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
toby-carvery-fake-coupons-facebook,https://www.fullfact.org/online/toby-carvery-fake-coupons-facebook/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
Covid-NHS-app-test-and-trace,https://www.fullfact.org/health/Covid-NHS-app-test-and-trace/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
migrants-gp-registrations,https://www.fullfact.org/health/migrants-gp-registrations/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
search-for-birth-mother-nazarene-church,https://www.fullfact.org/online/search-for-birth-mother-nazarene-church/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
warrington-facebook-appeal-john-ederson,https://www.fullfact.org/online/warrington-facebook-appeal-john-ederson/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
spain-covid-bioweapon,https://www.fullfact.org/health/spain-covid-bioweapon/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
sadiq-khan-heart-attack-not-cardiac-arrest,https://www.fullfact.org/health/sadiq-khan-heart-attack-not-cardiac-arrest/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
eastern-diamondback-rattlesnake-found-hoax,https://www.fullfact.org/online/eastern-diamondback-rattlesnake-found-hoax/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
sunglasses-sunburn-melanin,https://www.fullfact.org/health/sunglasses-sunburn-melanin/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
pension-illegal-immigrants-benefits-comparison,https://www.fullfact.org/online/pension-illegal-immigrants-benefits-comparison/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
fake-missing-dog-norfolk,https://www.fullfact.org/online/fake-missing-dog-norfolk/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
missing-man-william-jones-dementia,https://www.fullfact.org/online/missing-man-william-jones-dementia/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
how-much-did-emergency-alert-system-cost,https://www.fullfact.org/online/how-much-did-emergency-alert-system-cost/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
rishi-sunak-jeremy-hunt-long-term-GDP-growth,https://www.fullfact.org/economy/rishi-sunak-jeremy-hunt-long-term-GDP-growth/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
sunscreen-benzene-skin-cancer,https://www.fullfact.org/health/sunscreen-benzene-skin-cancer/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
pfizer-fine-2-billion-vaccine,https://www.fullfact.org/online/pfizer-fine-2-billion-vaccine/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
chelsea-clinton-forced-vaccines,https://www.fullfact.org/health/chelsea-clinton-forced-vaccines/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
caravan-giveaway-fake-facebook,https://www.fullfact.org/online/caravan-giveaway-fake-facebook/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
some-pharmacists-can-prescribe-already,https://www.fullfact.org/health/some-pharmacists-can-prescribe-already/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
Agenda-21-Agenda-2030,https://www.fullfact.org/online/Agenda-21-Agenda-2030/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
kabul-evacuation-video-not-ukraine,https://www.fullfact.org/online/kabul-evacuation-video-not-ukraine/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
fake-mega-england-quote,https://www.fullfact.org/online/fake-mega-england-quote/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
keir-starmer-suicide-rate,https://www.fullfact.org/health/keir-starmer-suicide-rate/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
Tim-Schofield-stabbed-prison,https://www.fullfact.org/online/Tim-Schofield-stabbed-prison/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
playing-HAARP-clouds,https://www.fullfact.org/online/playing-HAARP-clouds/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
elon-musk-robot-wives-AI,https://www.fullfact.org/online/elon-musk-robot-wives-AI/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
jenrick-devolved-administrations-refugees,https://www.fullfact.org/immigration/jenrick-devolved-administrations-refugees/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
fake-caravan-giveaway-happy-campers,https://www.fullfact.org/online/fake-caravan-giveaway-happy-campers/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
zelenskyy-t-shirt-symbol-not-iron-cross-hitler,https://www.fullfact.org/online/zelenskyy-t-shirt-symbol-not-iron-cross-hitler/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
wrong-picture-police-officer-killed-dogs-tower-hamlets,https://www.fullfact.org/online/wrong-picture-police-officer-killed-dogs-tower-hamlets/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
chemtrails-sky-natural-geoengineered,https://www.fullfact.org/online/chemtrails-sky-natural-geoengineered/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
Imran-Khan-arrest-protests,https://www.fullfact.org/online/Imran-Khan-arrest-protests/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
child-brides-photo-missing-context,https://www.fullfact.org/online/child-brides-photo-missing-context/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
junior-doctors-pay-restoration,https://www.fullfact.org/health/junior-doctors-pay-restoration/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
Harry-William-AI-images,https://www.fullfact.org/online/Harry-William-AI-images/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
McDonalds-pesticide-Monitor-false,https://www.fullfact.org/online/McDonalds-pesticide-Monitor-false/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
jenrick-refugee-comparisons,https://www.fullfact.org/immigration/jenrick-refugee-comparisons/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
covid-weekly-deaths-peak,https://www.fullfact.org/health/covid-weekly-deaths-peak/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
fake-amazon-tefal-giveaway,https://www.fullfact.org/online/fake-amazon-tefal-giveaway/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
nicola-bulley-husband-not-arrested-charged-murder,https://www.fullfact.org/online/nicola-bulley-husband-not-arrested-charged-murder/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
Argos-playstation-giveaway-fake,https://www.fullfact.org/online/Argos-playstation-giveaway-fake/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
who-covid-pandemic-over,https://www.fullfact.org/health/who-covid-pandemic-over/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
monzo-not-closing-all-bank-accounts,https://www.fullfact.org/online/monzo-not-closing-all-bank-accounts/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
karren-brady-ghost-children,https://www.fullfact.org/education/karren-brady-ghost-children/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
sand-potholes-coronation-false,https://www.fullfact.org/online/sand-potholes-coronation-false/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
abandoned-baby-hoax-minneapolis-airport,https://www.fullfact.org/online/abandoned-baby-hoax-minneapolis-airport/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
ray-liotta-heart-failure,https://www.fullfact.org/health/ray-liotta-heart-failure/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
gp-workforce-appointments,https://www.fullfact.org/health/gp-workforce-appointments/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
missing-man-grimsby-caravan,https://www.fullfact.org/online/missing-man-grimsby-caravan/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
contrails-not-chemtrails-pictures-clouds,https://www.fullfact.org/online/contrails-not-chemtrails-pictures-clouds/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
king-charles-jimmy-savile-not-pictured-dunblane-shooter,https://www.fullfact.org/online/king-charles-jimmy-savile-not-pictured-dunblane-shooter/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
UNHCR-asylum-seekers-Sudan,https://www.fullfact.org/immigration/UNHCR-asylum-seekers-Sudan/,2023-07-16 16:47:33,200,utf-8,text/html; charset=utf-8,
labour-average-first-time-buyer-deposit,https://www.fullfact.org/economy/labour-average-first-time-buyer-deposit/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
image-doesnt-show-found-mh370,https://www.fullfact.org/online/image-doesnt-show-found-mh370/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
missing-dog-bexleyheath-found-in-2018,https://www.fullfact.org/online/missing-dog-bexleyheath-found-in-2018/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
hoax-post-puppy-leg-cast,https://www.fullfact.org/online/hoax-post-puppy-leg-cast/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
boston-dynamics-robot-fighting,https://www.fullfact.org/online/boston-dynamics-robot-fighting/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
france-protest-not-about-macron,https://www.fullfact.org/online/france-protest-not-about-macron/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
baked-beans-junior-doctors-pay,https://www.fullfact.org/online/baked-beans-junior-doctors-pay/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
london-marathon-transgender-runner,https://www.fullfact.org/online/london-marathon-transgender-runner/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
oyster-card-voter-id,https://www.fullfact.org/online/oyster-card-voter-id/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
missing-girl-car-tantrum,https://www.fullfact.org/online/missing-girl-car-tantrum/,2023-07-16 16:47:34,200,utf-8,text/html; charset=utf-8,
